"WMO_ID","DATA_TIMESTAMP","RECEIVED_TIMESTAMP","CLOUD_LOW_TYPE_CL","CLOUD_BASE_M_H","CLOUD_PEAK_M","CLOUD_ELEVATION_ANGLE_EC","CLOUD_LOW_MED_AMT_OKTAS","CLOUD_MED_TYPE_CM","CLOUD_HIGH_TYPE_CH","CLOUD_MED_DIR_DM","CLOUD_MED_HEIGHT_M","CLOUD_HIGH_DIR_DH","CLOUD_HIGH_HEIGHT_M","CLOUD_COVER_OKTAS_M","CLOUD_LAYER_1_TYPE_C","CLOUD_LAYER_2_TYPE_C","CLOUD_LAYER_1_HEIGHT_M_HSHS","CLOUD_LAYER_2_HEIGHT_M_HSHS","CLOUD_LAYER_1_AMT_OKTAS_NS","CLOUD_LAYER_2_AMT_OKTAS_NS","EVAPORATION_24HOURS_MM_EEE","EVAPORATION_EQ_INDICATOR_IE","LAND_COND","LAND_NOTE","PAST_WEATHER_W1","PAST_WEATHER_W2","PRESENT_WEATHER_WW","PRESSURE_TEND_3H_MB_PPP","PRESSURE_READING_MB","PRESSURE_TEMP_C","RAINFALL_24H_RRRR","RAINFALL_6H_RRR","RAINFALL_INDICATOR_IR","RAINFALL_LAST_MM","SOLAR_RAD_24H_JCM2_F24","SUNSHINE_H_SSS","TEMP_DEWPOINT_C_TDTDTD","TEMP_DRYBULB_C_TTTTTT","TEMP_MAX_C_TXTXTX","TEMP_MIN_C_TNTNTN","TEMP_WETBULB_C","VISIBILITY_VV","WEATHER_INDICATOR_IX","WIND_DIR_DEG_DD","WIND_INDICATOR_IW","WIND_SPEED_FF","CLOUD_DIRECTION_ANGLE_DA","CLOUD_MED_COVER_OKTAS","CLOUD_HIGH_COVER_OKTAS","RELATIVE_HUMIDITY_PC","PRESSURE_QFF_MB_DERIVED","PRESSURE_QFE_MB_DERIVED","PRESSURE_TEND_24H_MB_PPP","ENTRY_USER","CLOUD_LAYER_3_TYPE_C","CLOUD_LAYER_3_HEIGHT_M_HSHS","CLOUD_LAYER_3_AMT_OKTAS_NS","CLOUD_LAYER_4_TYPE_C","CLOUD_LAYER_4_HEIGHT_M_HSHS","CLOUD_LAYER_4_AMT_OKTAS_NS","CLOUD_BASE_2_M_H","CLOUD_BASE_3_M_H","CLOUD_PEAK_2_M","CLOUD_DIRECTION_2_ANGLE_DA","CLOUD_ELEVATION_2_ANGLE_EC","ENCODED_SYNOP","OBSERVER_ID"
"96581","1/1/2021 00:00:00 +00","1/1/2021 11:50:51.243015 +00","1","210",,,"4","7","/","0","3600","9",,"8","8","4","210","3600","4","8","3.7","0","1",,"2","2","2","-0.3",,,"2.6","0","1","0",,"5.5","22.7","23.5",,"23","22.9","10","2","070","4","3","6","8","/","95","1010.3","1009.6","1","opr96581",,,,,,,,,,,,"SMID52 WIOO 010000
AAXX 01004 
96581 12360 80703 10235 20227 30096 40103 55003 60034 8417/
  333 20230 50370 55055 56609 58010 84807 88462=",
"96581","1/1/2021 01:00:00 +00","1/1/2021 11:52:32.569235 +00","1","300",,,"4","3","1","0","3600","0","12000","7","8","3","300","3600","4","6",,,"1",,"2","2","1",,,,,,"4",,,,"23.2","24.7",,,"23.6","10","2","070","4","3","6","3","2","91","1010.2","1009.5",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 010100
AAXX 01014 
96581 42460 70703 10247 20232 30095 40102 84131
  333 56600 84810 86362=",
"96581","1/1/2021 02:00:00 +00","1/1/2021 11:53:09.173957 +00","1","360",,,"4","3","1","0","3600","0","12000","7","8","3","360","3600","4","4",,,"1",,"2","9","13",,,,,,"4",,,,"24.1","27.1",,,"24.9","1","2","090","4","3","0","3","2","84","1010.2","1009.5",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 010200
AAXX 01024 
96581 42410 70903 10271 20241 30095 40102 84131
  333 56000 84812 84362=",
"96581","1/1/2021 03:00:00 +00","1/1/2021 11:54:23.626405 +00","1","360",,,"6","7","/","0","3600","9",,"8","8","4","360","3600","6","8",,,"1",,"2","2","3","-0.4",,,,,"3","0",,,"24.5","27.5",,,"25.3","10","2","030","4","6","0","8","/","84","1009.9","1009.2",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 010300
AAXX 01034 
96581 32460 80306 10275 20245 30092 40099 53004 8617/
  333 56009 86812 88462=",
"96581","1/1/2021 04:00:00 +00","1/1/2021 11:56:09.767744 +00","1","360",,,"5","3","1","0","3600","0","12000","7","8","3","360","3600","5","3",,,"1",,"2","2","3",,,,,,"4",,,,"24.6","28.8",,,"25.7","10","2","000","4","0","0","3","2","78","1009.5","1008.8",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 010400
AAXX 01044 
96581 42460 70000 10288 20246 30088 40095 85131
  333 56000 85812 83362=",
"96581","1/1/2021 05:00:00 +00","1/1/2021 12:27:17.791092 +00","1","360",,,"5","3","1","0","3600","0","12000","7","8","3","360","3600","5","3",,,"1",,"2","2","2",,,,,,"4",,,,"25.5","31",,,"26.9","10","2","170","4","4","0","3","3","73","1008.5","1007.8",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 010500
AAXX 01054 
96581 42460 71704 10310 20255 30078 40085 85131
  333 56000 85812 83362=",
"96581","1/1/2021 06:00:00 +00","1/1/2021 13:08:51.033983 +00","1","360","4500","2","5","3","1","0","3600","0","12000","7","8","3","360","3600","5","3",,,"1",,"2","2","2","-2.2",,,,"0","3","0",,,"24.6","31.9",,,"26.5","10","1","230","4","6","0","3","2","66","1007.7","1007",,"opr96581",,,"0",,,,,,,,,"SMID52 WIOO 010600
AAXX 01064 
96581 31460 72306 10319 20246 30070 40077 58022 70222 85131
  333 56000 85812 83362=",
"96581","1/1/2021 07:00:00 +00","1/1/2021 15:14:59.117198 +00","2","330","4500","2","6","3","1","0","3600","0","12000","7","8","3","330","3600","6","3",,,"1",,"2","2","2",,,,,,"4",,,,"25.1","31.4",,,"26.7","10","2","210","4","8","0","3","2","69","1006.4","1005.7",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 010700
AAXX 01074 
96581 42460 72108 10314 20251 30057 40064 86231
  333 56000 57802 86811 83362 80865=",
"96581","1/1/2021 08:00:00 +00","1/1/2021 15:16:39.085704 +00","9","330","9000","2","5","3","1","0","3600","0","12000","7","9","8","330","360","1","5",,,"1",,"2","2","21",,,,,,"4",,,,"25.2","30",,,"26.4","8","1","180","4","12","0","5","2","75","1006.3","1005.6",,"opr96581","3","3600","5",,,"0","360",,"9000",,,"SIID62 WIOO 010800
AAXX 01084 
96581 41458 71812 10300 20252 30056 40063 72122 85931
  333 56000 57902 81911 85812 85362 80980=",
"96581","1/1/2021 09:00:00 +00","1/1/2021 17:07:15.95629 +00","9","330","9000","2","4","3","1","0","3600","0","12000","7","9","8","330","360","1","3",,,"1",,"6","2","2","-1.6",,,,,"2","8888",,,"24.7","30.1",,,"26.1","10","1","170","4","12","0","6","2","73","1006.1","1005.4",,"opr96581","3","3600","6",,,,"360",,"9000",,,"SIID62 WIOO 010900
AAXX 01094 
96581 21460 71712 10301 20247 30054 40061 58016 70262 84931
  333 56000 57902 69908 81911 83812 86362 80980=",
"96581","1/1/2021 10:00:00 +00","1/1/2021 17:08:31.763441 +00","9","330","9000","2","3","3","1","0","3600","0","12000","7","9","8","330","360","1","3",,,"1",,"2","2","2",,,,,,"4",,,,"25.2","28.8",,,"26.1","10","2","180","4","7","0","6","2","81","1006.7","1006",,"opr96581","3","3600","6",,,,"360",,"9000",,,"SIID62 WIOO 011000
AAXX 01104 
96581 42460 71807 10288 20252 30060 40067 83931
  333 56000 57902 81911 83812 86362 80980=",
"96581","1/1/2021 11:00:00 +00","1/1/2021 18:38:38.536587 +00","9","330","9000","2","3","3","1","0","3600","0","12000","7","9","8","330","360","1","3",,,"1",,"2","2","2",,,,,,"4",,,,"25","27.6",,,"25.7","7","2","190","4","4","0","7","2","86","1007.9","1007.2",,"opr96581","3","3600","7",,,,"360",,"9000",,,"SIID62 WIOO 011100
AAXX 01114 
96581 42457 71904 10276 20250 30072 40079 83931
  333 56000 57902 81911 83812 87362 80980=",
"96581","1/1/2021 12:00:00 +00","1/1/2021 19:37:21.957248 +00","1","330",,,"3","3","1","0","3600","0","12000","7","8","3","330","3600","3","7",,,"1",,"6","2","2","2.5",,,,"8888","1","0",,,"25.1","27","32",,"25.6","7","1","190","4","4","0","7","2","89","1008.6","1007.9","-1.6","opr96581",,,,,,,,,,,,"SMID52 WIOO 011200
AAXX 01124 
96581 11457 71904 10270 20251 30079 40086 58025 69901 70262 83131
  333 10320 56000 59016 83811 87362=",
"96581","1/1/2021 13:00:00 +00","1/1/2021 20:01:48.240647 +00","1","330",,,"3","3","1","0","3600","0","12000","7","8","3","330","3600","3","6",,,"1",,"2","2","2",,,,,,"4",,,,"24.8","26.8",,,"25.3","7","2","100","4","3","0","6","2","89","1009.2","1008.5",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 011300
AAXX 01134 
96581 42457 71003 10268 20248 30085 40092 83131
  333 56000 83811 86362=",
"96581","1/1/2021 14:00:00 +00","1/1/2021 22:57:46.744582 +00","1","330",,,"4","3","1","0","3600","0","12000","7","8","3","330","3600","4","6",,,"1",,"2","2","2",,,,,,"4",,,,"24.5","26.3",,,"25","6","2","040","4","4","0","6","2","90","1009.9","1009.2",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 011400
AAXX 01144 
96581 42456 70404 10263 20245 30092 40099 84131
  333 56000 84811 86362=","2151"
"96581","1/1/2021 15:00:00 +00","1/1/2021 22:58:54.105775 +00","1","330",,,"4","3","1","0","3600","0","12000","7","8","3","330","3600","4","6",,,"1",,"2","2","2","1.2",,,,,"3","0",,,"24.4","25.8",,,"24.8","6","2","00 ","4","0","0","6","2","92","1009.8","1009.1",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 011500
AAXX 01154 
96581 32456 70000 10258 20244 30091 40098 53012 84131
  333 56000 84811 86362=","2151"
"96581","1/1/2021 16:00:00 +00","1/1/2021 23:00:57.861335 +00","1","300",,,"5","3","1","0","3600","0","12000","7","8","3","300","3600","5","6",,,"1",,"2","2","2",,,,,,"4",,,,"23.9","25.4",,,"24.3","6","2","00 ","4","0","0","6","2","91","1009.7","1009",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 011600
AAXX 01164 
96581 42456 70000 10254 20239 30090 40097 85131
  333 56000 85810 86362=","2151"
"96581","1/1/2021 17:00:00 +00","2/1/2021 00:32:22.041423 +00","1","300",,,"5","3","1","0","3600","0","12000","7","8","3","300","3600","5","6",,,"1",,"2","2","2",,,,,,"4",,,,"23.8","25.2",,,"24.2","6","2","050","4","3","0","6","2","92","1009.3","1008.6",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 011700
AAXX 01174 
96581 42456 70503 10252 20238 30086 40093 85131
  333 56000 85810 86362=",
"96581","1/1/2021 18:00:00 +00","2/1/2021 03:54:57.037622 +00","1","330",,,"4","3","1","0","3600","0","12000","7","8","3","330","3600","4","5",,,"1",,"2","2","2","-7",,,,"0","3","0",,,"23.9","25",,,"24.2","6","2","00 ","4","0","0","5","2","94","1009.1","1008.4",,"opr96581",,,,,,,,,,,,"SMID52 WIOO 011800
AAXX 01184 
96581 32456 70000 10250 20239 30084 40091 53007 84131
  333 56000 84811 85362=","2151"
"96581","1/1/2021 19:00:00 +00","2/1/2021 03:56:23.280202 +00","1","330",,,"3","3","1","0","3600","0","12000","7","8","3","330","3600","3","5",,,"1",,"2","2","2",,,,,,"4",,,,"23.8","25",,,"24.1","6","2","00 ","4","0","0","5","2","93","1008.9","1008.2",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 011900
AAXX 01194 
96581 42456 70000 10250 20238 30082 40089 83131
  333 56000 83811 85362=","2151"
"96581","1/1/2021 20:00:00 +00","2/1/2021 03:57:16.984463 +00","1","330",,,"3","3","1","0","3600","0","12000","7","8","3","330","3600","3","5",,,"1",,"2","2","2",,,,,,"4",,,,"23.3","24.5",,,"23.6","6","2","00 ","4","0","0","5","2","93","1008.7","1008",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 012000
AAXX 01204 
96581 42456 70000 10245 20233 30080 40087 83131
  333 56000 83811 85362=","2151"
"96581","1/1/2021 21:00:00 +00","2/1/2021 05:29:45.216538 +00","1","330",,,"5","3","1","0","3600","0","12000","7","8","3","330","3600","5","5",,,"1",,"2","2","2","-1",,,,,"3","0",,,"23.2","24.3",,,"23.5","6","2","00 ","4","0","0","5","2","94","1008.1","1007.4",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 012100
AAXX 01214 
96581 32456 70000 10243 20232 30074 40081 50001 85131
  333 56000 85811 85362=","2151"
"96581","1/1/2021 22:00:00 +00","2/1/2021 05:32:08.289664 +00","9","330","9000","1","5","3","1","0","3600","0","12000","7","9","8","330","360","1","5",,,"1",,"2","2","15",,,,,,"4",,,,"23","24.1",,,"23.3","6","1","00 ","4","0","0","5","2","94","1008.6","1007.9",,"opr96581","3","3600","5",,,,"360",,,,,"SIID62 WIOO 012200
AAXX 01224 
96581 41456 70000 10241 20230 30079 40086 71522 85931
  333 56000 57901 81911 85812 85362 80980=","2151"
"96581","1/1/2021 23:00:00 +00","2/1/2021 06:02:26.355783 +00","1","300",,,"6","3","1","0","3600","0","12000","7","8","3","300","3600","6","5",,,"1",,"2","2","2",,,,,,"4",,,,"23","24",,,"23.3","8","2","00 ","4","0","0","5","2","94","1009","1008.3",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 012300
AAXX 01234 
96581 42458 70000 10240 20230 30083 40090 86131
  333 56000 86810 85362=",
"96581","2/1/2021 00:00:00 +00","2/1/2021 07:11:01.523821 +00","1","330",,,"4","3","1","0","3600","0","12000","7","8","3","330","3600","4","4","4.1","0","1",,"2","2","2","1.7",,,"8888",,"1","0",,"5","23.3","24.4",,"23.2","23.6","10","2","050","4","3","0","4","3","94","1009.8","1009.1","-0.5","opr96581",,,,,,,,,,,,"SMID52 WIOO 020000
AAXX 02004 
96581 12460 70503 10244 20233 30091 40098 55017 69904 84131
  333 20232 50410 55005 56000 59005 84811 84362=","2152"
"96581","2/1/2021 01:00:00 +00","2/1/2021 09:13:52.379714 +00","1","330",,,"5","3","1","0","3600","0","12000","7","8","3","330","3600","5","5",,,"1",,"2","2","2",,,,,,"4",,,,"23.6","25.3",,,"24.1","10","2","110","4","3","0","5","3","91","1010.5","1009.8",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 020100
AAXX 02014 
96581 42460 71103 10253 20236 30098 40105 85131
  333 56000 85811 85362=","2155"
"96581","2/1/2021 02:00:00 +00","2/1/2021 09:11:20.610735 +00","9","300","9000","2","5","7","1","0","3600","0","12000","7","9","8","300","330","1","5",,,"1",,"2","2","15",,,,,,"4",,,,"24","27",,,"24.8","6","1","200","4","4","6","6","2","84","1010.5","1009.8",,"opr96581","4","3600","4",,,,"330",,"3000",,,"SIID62 WIOO 020200
AAXX 02024 
96581 41456 72004 10270 20240 30098 40105 71522 85971
  333 56600 57962 81910 85811 84462 80980=","2152"
"96581","2/1/2021 03:00:00 +00","2/1/2021 11:04:06.102007 +00","9","300","9000","1","6","7","/","0","3600","9",,"8","9","8","300","330","1","5",,,"1",,"6","2","60","0.7",,,,,"2","1.1",,,"24.3","25",,,"24.5","2","1","230","4","8","6","7","/","96","1010.5","1009.8",,"opr96581","4","3600","8",,,,"330",,"3000",,,"SIID62 WIOO 020300
AAXX 02034 
96581 21420 82308 10250 20243 30098 40105 53007 76062 8697/
  333 56609 57961 60018 81910 85811 88462 80980=","2152"
"96581","2/1/2021 04:00:00 +00","2/1/2021 11:05:17.053002 +00","1","330",,,"5","3","1","0","3600","0","12000","7","8","3","330","3600","5","5",,,"1",,"6","2","21",,,,,,"4",,,,"24.7","26.6",,,"25.2","8","1","240","4","7","6","5","2","89","1010.5","1009.8",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 020400
AAXX 02044 
96581 41458 72407 10266 20247 30098 40105 72162 85131
  333 56600 85811 85362=","2152"
"96581","2/1/2021 05:00:00 +00","2/1/2021 12:36:33.803352 +00","1","330",,,"5","3","1","0","3600","0","12000","7","8","3","330","3600","5","5",,,"1",,"2","2","2",,,,,,"4",,,,"24.3","27.8",,,"25.2","10","2","270","4","6","6","5","2","81","1008.9","1008.2",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 020500
AAXX 02054 
96581 42460 72706 10278 20243 30082 40089 85131
  333 56600 85811 85362=","2152"
"96581","2/1/2021 06:00:00 +00","2/1/2021 13:01:32.794787 +00","1","330",,,"5","3","1","0","3600","0","12000","7","8","3","330","3600","5","4",,,"1",,"6","2","2","-2.3",,,,"2.5","0","1.4",,,"24.4","29.1",,,"25.6","10","1","270","4","5","6","4","2","76","1008.2","1007.5",,"opr96581",,,,,,,,,,,,"SMID52 WIOO 020600
AAXX 02064 
96581 01460 72705 10291 20244 30075 40082 56023 60031 70262 85131
  333 56600 60018 85811 84362=","2152"
"96581","2/1/2021 07:00:00 +00","2/1/2021 18:36:59.021867 +00","1","330",,,"5","3","1","0","3600","0","12000","7","8","3","330","3600","5","4",,,"1",,"2","2","1",,,,,,"4",,,,"23.8","29.9",,,"25.4","10","2","240","4","9","6","4","2","70","1007.3","1006.6",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 020700
AAXX 02074 
96581 42460 72409 10299 20238 30066 40073 85131
  333 56600 85811 84362=",
"96581","2/1/2021 08:00:00 +00","2/1/2021 18:37:39.107124 +00","1","330",,,"4","3","1","0","3600","0","12000","7","8","3","330","3600","4","6",,,"1",,"2","2","2",,,,,,"4",,,,"24.3","28.5",,,"25.4","10","2","200","4","7","0","6","2","78","1007.1","1006.4",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 020800
AAXX 02084 
96581 42460 72007 10285 20243 30064 40071 84131
  333 56000 84811 86362=",
"96581","2/1/2021 09:00:00 +00","2/1/2021 18:39:00.55868 +00","1","330",,,"5","7","1","0","3600","0","12000","7","8","4","330","3600","5","7",,,"1",,"2","2","2","-1.3",,,,,"3","0",,,"24.1","27.6",,,"25","10","2","210","4","8","0","7","2","81","1006.9","1006.2",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 020900
AAXX 02094 
96581 32460 72108 10276 20241 30062 40069 58013 85171
  333 56000 85811 87462=",
"96581","2/1/2021 10:00:00 +00","2/1/2021 18:40:07.418483 +00","1","330",,,"5","7","1","0","3600","0","12000","7","8","4","330","3600","5","7",,,"1",,"6","2","60",,,,,,"4",,,,"24.6","26.6",,,"25.1","8","1","220","4","4","0","7","1","89","1007.5","1006.8",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 021000
AAXX 02104 
96581 41458 72204 10266 20246 30068 40075 76062 85171
  333 56000 85811 87462=",
"96581","2/1/2021 11:00:00 +00","2/1/2021 18:40:59.845133 +00","1","330",,,"4","7","1","0","3600","0","12000","7","8","3","330","3300","4","6",,,"1",,"6","2","21",,,,,,"4",,,,"24.3","26.2",,,"24.8","6","1","190","4","3","0","7","2","89","1008.1","1007.4",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 021100
AAXX 02114 
96581 41456 71903 10262 20243 30074 40081 72162 84171
  333 56000 84811 86361=",
"96581","2/1/2021 12:00:00 +00","2/1/2021 19:03:10.209872 +00","1","360",,,"4","3","1","0","3600","0","12000","7","8","3","360","3600","4","6",,,"1",,"6","2","2","1.6",,,,"0.5","0","0.5",,,"24.1","26.2","30.1",,"24.7","6","1","130","4","3","0","6","2","89","1008.5","1007.8","-0.1","opr96581",,,,,,,,,,,,"SMID52 WIOO 021200
AAXX 02124 
96581 01456 71303 10262 20241 30078 40085 58016 69951 70262 84131
  333 10301 56000 59001 69958 84812 86362=",
"96581","2/1/2021 13:00:00 +00","2/1/2021 20:06:08.885914 +00","1","360",,,"4","3","1","0","3600","0","12000","7","8","3","360","3600","4","6",,,"1",,"2","2","2",,,,,,"4",,,,"24.3","26.2",,,"24.8","6","2","170","4","3","0","6","2","89","1009.3","1008.6",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 021300
AAXX 02134 
96581 42456 71703 10262 20243 30086 40093 84131
  333 56000 84812 86362=",
"96581","2/1/2021 14:00:00 +00","3/1/2021 04:34:40.014061 +00","1","360",,,"4","3","1","0","3600","0","12000","7","8","3","360","3600","4","6",,,"1",,"2","2","2",,,,,,"4",,,,"24.3","25.8",,,"24.7","6","2","100","4","3","0","6","2","91","1009.8","1009.1",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 021400
AAXX 02144 
96581 42456 71003 10258 20243 30091 40098 84131
  333 56000 84812 86362=",
"96581","2/1/2021 15:00:00 +00","3/1/2021 04:36:00.966489 +00","1","360",,,"4","3","1","0","3600","0","12000","7","8","3","360","3600","4","7",,,"1",,"2","2","2","1.2",,,,,"3","0",,,"24.3","25.7",,,"24.7","6","2","100","4","3","0","7","2","92","1009.7","1009",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 021500
AAXX 02154 
96581 32456 71003 10257 20243 30090 40097 53012 84131
  333 56000 84812 87362=",
"96581","2/1/2021 16:00:00 +00","3/1/2021 04:37:14.458143 +00","1","330",,,"4","3","1","0","3600","0","12000","7","8","3","330","3600","4","7",,,"1",,"2","2","2",,,,,,"4",,,,"24.2","25.2",,,"24.5","6","2","100","4","5","0","7","2","94","1009.8","1009.1",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 021600
AAXX 02164 
96581 42456 71005 10252 20242 30091 40098 84131
  333 56000 84811 87362=",
"96581","2/1/2021 17:00:00 +00","3/1/2021 04:38:15.224292 +00","1","300",,,"5","3","1","0","3600","0","12000","7","8","3","300","3600","5","7",,,"1",,"2","2","2",,,,,,"4",,,,"24.1","24.8",,,"24.3","6","2","110","4","4","2","7","2","96","1009.6","1008.9",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 021700
AAXX 02174 
96581 42456 71104 10248 20241 30089 40096 85131
  333 56200 85810 87362=",
"96581","2/1/2021 18:00:00 +00","3/1/2021 04:39:49.733467 +00","1","270",,,"6","3","/","0","3300","9",,"8","8","3","270","3300","6","7",,,"1",,"2","1","3","-0.3",,,,"0","3","0",,,"23.9","24.7",,,"24.1","6","2","110","4","4","2","7","/","95","1009.4","1008.7",,"opr96581",,,,,,,,,,,,"SMID52 WIOO 021800
AAXX 02184 
96581 32356 81104 10247 20239 30087 40094 53003 8613/
  333 56209 86809 87361=",
"96581","2/1/2021 19:00:00 +00","3/1/2021 04:40:45.595654 +00","1","270",,,"6","7","/","0","3300","9",,"8","8","3","270","3300","6","7",,,"0",,"2","2","2",,,,,,"4",,,,"23.7","24.5",,,"23.9","6","2","110","4","3","2","7","/","95","1008.9","1008.2",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 021900
AAXX 02194 
96581 42356 81103 10245 20237 30082 40089 8617/
  333 56209 86809 87361=",
"96581","2/1/2021 20:00:00 +00","3/1/2021 04:42:27.413296 +00","1","240",,,"6","7","/","0","3300","9",,"8","8","3","240","3300","6","7",,,"1",,"2","2","2",,,,,,"4",,,,"23.6","24.3",,,"23.8","6","2","100","4","4","2","7","/","96","1008.6","1007.9",,"opr96581","4",,"7",,,,,,,,,"SIID62 WIOO 022000
AAXX 02204 
96581 42356 81004 10243 20236 30079 40086 8617/
  333 56209 86808 87361=",
"96581","2/1/2021 21:00:00 +00","3/1/2021 04:45:16.39714 +00","1","240",,,"6","7","/","0","3300","9",,"8","8","3","240","3300","6","7",,,"1",,"2","2","2","-1.3",,,,,"3","0",,,"23.5","24.2",,,"23.7","6","2","00 ","4","0","0","7","/","96","1008.1","1007.4",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 022100
AAXX 02214 
96581 32356 80000 10242 20235 30074 40081 50013 8617/
  333 56009 86808 87361=",
"96581","2/1/2021 22:00:00 +00","3/1/2021 05:36:09.792105 +00","1","240",,,"7","7","/","0","3300","9",,"8","8","3","240","3300","7","7",,,"1",,"2","2","60",,,,,,"4",,,,"23.3","24",,,"23.5","2","1","200","4","4","0","7","/","96","1009","1008.3",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 022200
AAXX 02224 
96581 41320 82004 10240 20233 30083 40090 76022 8717/
  333 56009 87808 87361=",
"96581","2/1/2021 23:00:00 +00","3/1/2021 06:06:25.490253 +00","1","270",,"1","5","3","1","0","3300","0","12000","7","8","3","270","3300","5","7",,,"1",,"6","2","21",,,,,,"4",,,,"23.5","24.2",,,"23.7","6","1","00 ","4","0","3","7","2","96","1009.6","1008.9",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 022300
AAXX 02234 
96581 41356 70000 10242 20235 30089 40096 72162 85131
  333 56300 85809 87361=",
"96581","3/1/2021 00:00:00 +00","3/1/2021 07:03:12.858545 +00","1","270",,,"3","3","1","0","3600","0","12000","7","8","3","270","3600","3","6","2.8","0","1",,"6","2","2","1.6",,,"4","1","0","1",,"0.9","23.3","24.3",,"23.9","23.6","10","1","110","4","3","2","6","3","94","1009.7","1009","-0.1","opr96581",,,,,,,,,,,,"SMID52 WIOO 030000
AAXX 03004 
96581 01360 71103 10243 20233 30090 40097 57016 60044 70262 83131
  333 20239 50280 55009 56200 59001 60018 83809 86362=","2151"
"96581","3/1/2021 01:00:00 +00","3/1/2021 10:33:09.838863 +00","1","300",,,"4","3","1","0","3600","0","12000","7","8","3","300","3600","4","6",,,"1",,"2","2","2",,,,,,"4",,,,"23.6","25.5",,,"24.1","10","2","080","4","4","2","5","3","89","1010.4","1009.7",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 030100
AAXX 03014 
96581 42460 70804 10255 20236 30097 40104 84131
  333 56200 84810 86362=","2151"
"96581","3/1/2021 02:00:00 +00","3/1/2021 10:34:04.891608 +00","1","300",,,"5","3","1","0","3600","0","12000","7","8","3","300","3600","5","5",,,"1",,"2","2","61",,,,,,"4",,,,"23.7","26.3",,,"24.4","8","1","050","4","3","2","5","3","86","1010.1","1009.4",,"opr96581",,,,,,,,,,,,"SIID62 WIOO 030200
AAXX 03024 
96581 41458 70503 10263 20237 30094 40101 76122 85131
  333 56200 85810 85362=","2151"
"96581","3/1/2021 03:00:00 +00","3/1/2021 10:36:25.539488 +00","1","300",,,"6","7","1","0","3300","0","12000","7","8","3","300","3300","6","3",,,"1",,"6","2","21","0.2",,,,,"2","0.1",,,"24.3","26.6",,,"24.9","10","1","00 ","4","0","0","7","3","87","1009.8","1009.1",,"opr96581","4","3600","5",,,,,,,,,"SIID62 WIOO 030300
AAXX 03034 
96581 21460 70000 10266 20243 30091 40098 53002 72162 86171
  333 56000 69918 86810 83361 85462=","2151"
"96581","3/1/2021 04:00:00 +00","3/1/2021 11:03:34.561235 +00","1","330",,,"6","7","1","0","3300","0","12000","7","8","3","330","3300","6","3",,,"1",,"2","2","2",,,,,,"4",,,,"24.7","27.5",,,"25.4","10","2","200","4","3","0","7","2","85","1009.5","1008.8",,"opr96581","4","3600","5",,,,,,,,,"SIID62 WIOO 030400
AAXX 03044 
96581 42460 72003 10275 20247 30088 40095 86171
  333 56000 86811 83361 85462=","2151"
"96581","3/1/2021 05:00:00 +00","3/1/2021 12:59:54.459162 +00","1","330",,,"6","7","1","0","3300","0","12000","7","8","3","330","3300","6","3",,,"1",,"2","2","2",,,,,,"4",,,,"24.7","28.8",,,"25.8","10","2","130","4","6","0","7","2","79","1008.7","1008",,"opr96581","4","3600","5",,,,,,,,,"SIID62 WIOO 030500
AAXX 03054 
96581 42460 71306 10288 20247 30080 40087 86171
  333 56000 86811 83361 85462=","2151"
